iter	Passed	Remaining
799	2771	692
800	2775	689
801	2778	686
802	2781	682
803	2784	678
804	2787	675
805	2790	671
806	2796	668
807	2799	665
808	2802	661
809	2804	657
810	2807	654
811	2810	650
812	2813	647
813	2815	643
814	2818	639
815	2821	636
816	2830	633
817	2835	630
818	2850	629
819	2853	626
820	2866	624
821	2869	621
822	2872	617
823	2875	614
824	2878	610
825	2880	606
826	2883	603
827	2886	599
828	2888	595
829	2891	592
830	2894	588
831	2897	585
832	2900	581
833	2902	577
834	2908	574
835	2911	571
836	2914	567
837	2916	563
838	2919	560
839	2921	556
840	2924	552
841	2927	549
842	2930	545
843	2933	542
844	2935	538
845	2939	535
846	2942	531
847	2944	527
848	2947	524
849	2949	520
850	2952	516
851	2957	513
852	2960	510
853	2962	506
854	2965	502
855	2967	499
856	2970	495
857	2973	492
858	2976	488
859	2979	484
860	2982	481
861	2985	477
862	2991	474
863	2994	471
864	2996	467
865	2999	464
866	3001	460
867	3004	456
868	3007	453
869	3010	449
870	3013	446
871	3015	442
872	3018	439
873	3022	435
874	3025	432
875	3027	428
876	3030	425
877	3032	421
878	3035	417
879	3038	414
880	3041	410
881	3044	407
882	3047	403
883	3049	400
884	3053	396
885	3056	393
886	3058	389
887	3061	386
888	3063	382
889	3066	378
890	3069	375
891	3073	372
892	3076	368
893	3078	365
894	3081	361
895	3083	357
896	3086	354
897	3089	350
898	3092	347
899	3095	343
900	3098	340
901	3103	337
902	3108	333
903	3111	330
904	3114	326
905	3117	323
906	3119	319
907	3122	316
908	3125	312
909	3128	309
910	3130	305
911	3133	302
912	3136	298
913	3139	295
914	3141	291
915	3144	288
916	3146	284
917	3149	281
918	3153	277
919	3156	274
920	3159	270
921	3161	267
922	3164	263
923	3167	260
924	3169	256
925	3172	253
926	3175	250
927	3177	246
928	3180	243
929	3184	239
930	3187	236
931	3190	232
932	3192	229
933	3195	225
934	3198	222
935	3200	218
936	3203	215
937	3206	211
938	3209	208
939	3211	205
940	3215	201
941	3220	198
942	3223	194
943	3225	191
944	3228	187
945	3230	184
946	3233	180
947	3236	177
948	3239	174
949	3241	170
950	3244	167
951	3248	163
952	3251	160
953	3253	156
954	3256	153
955	3258	149
956	3261	146
957	3264	143
958	3268	139
959	3271	136
960	3273	132
961	3276	129
962	3278	125
963	3281	122
964	3284	119
965	3287	115
966	3289	112
967	3292	108
968	3295	105
969	3301	102
970	3304	98
971	3307	95
972	3309	91
973	3312	88
974	3315	85
975	3318	81
976	3320	78
977	3323	74
978	3326	71
979	3329	67
980	3332	64
981	3335	61
982	3337	57
983	3340	54
984	3342	50
985	3345	47
986	3348	44
987	3351	40
988	3353	37
989	3356	33
990	3358	30
991	3361	27
992	3364	23
993	3367	20
994	3369	16
995	3372	13
996	3375	10
997	3378	6
998	3383	3
999	3386	0
